Geographic_Area_Name,zipCode,Median_number_of_rooms_2011,Median_number_of_rooms_2012,Median_number_of_rooms_2013,Median_number_of_rooms_2014,Median_number_of_rooms_2015,Median_number_of_rooms_2016,Median_number_of_rooms_2017,Median_number_of_rooms_2018,Median_number_of_rooms_2019,Median_number_of_rooms_2020,Median_number_of_rooms_2021,Median_number_of_rooms_2022,Median_number_of_rooms_2023,Median_number_of_rooms_2024
ZCTA5 18428,18428,5.6,5.7,5.7,5.8,5.8,5.9,5.8,5.8,5.8,5.9,5.8,5.9,5.9,5.9
ZCTA5 18430,18430,6.9,6.4,6.2,6.2,5.8,6.0,-,-,-,-,6.8,6.9,7.2,7.0
ZCTA5 18431,18431,5.9,5.8,5.8,5.7,5.8,5.7,5.8,5.7,5.8,5.8,5.8,5.8,5.9,5.8
ZCTA5 18433,18433,6.2,6.3,6.3,6.3,6.3,6.2,6.4,6.4,6.3,6.7,6.8,6.7,6.7,6.6
ZCTA5 18434,18434,6.0,6.1,6.1,5.9,5.9,5.9,5.7,5.7,5.8,5.9,5.6,5.9,6.0,6.0
ZCTA5 18435,18435,5.7,5.8,5.8,5.8,5.8,5.8,5.9,5.8,5.9,6.2,6.2,6.4,6.8,6.7
ZCTA5 18436,18436,6.0,6.1,6.1,6.1,6.1,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.2,6.2
ZCTA5 18437,18437,6.5,5.9,5.2,5.2,5.3,5.2,5.5,5.7,5.7,5.6,5.8,5.2,5.2,5.1
ZCTA5 18438,18438,6.1,5.9,6.1,6.0,6.1,6.3,6.4,6.1,6.1,6.1,5.8,5.5,5.6,5.7
ZCTA5 18439,18439,6.0,6.3,6.3,6.0,5.8,5.7,5.8,5.7,5.7,5.8,5.5,5.3,5.3,5.3
ZCTA5 18440,18440,,,,,,,,,,,7.1,8.3,9.0+,9.0+
ZCTA5 18441,18441,5.2,5.5,5.3,5.4,5.1,5.4,5.1,5.4,5.3,7.8,5.5,5.6,5.8,5.5
ZCTA5 18443,18443,7.4,7.1,6.7,6.6,6.1,6.0,5.9,5.9,6.3,6.2,6.5,6.6,6.2,5.6
ZCTA5 18444,18444,6.2,6.3,6.3,6.4,6.4,6.4,6.3,6.4,6.3,6.4,6.4,6.5,6.4,6.3
ZCTA5 18445,18445,5.4,5.5,5.8,5.8,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.9,6.0,6.0
ZCTA5 18446,18446,5.9,5.8,5.8,5.8,5.9,6.0,5.9,6.0,6.1,5.9,5.9,6.1,6.0,6.0
ZCTA5 18447,18447,6.0,6.0,6.0,6.0,5.9,6.0,5.9,5.9,5.9,5.9,6.0,5.9,6.0,6.1
ZCTA5 18451,18451,5.9,6.3,6.1,6.3,6.1,5.9,5.8,5.9,6.2,6.4,6.1,6.3,6.8,6.4
ZCTA5 18452,18452,5.9,5.9,6.0,6.1,6.2,6.2,6.2,6.4,6.2,6.1,6.1,6.1,6.0,6.0
ZCTA5 18453,18453,6.3,6.4,6.2,6.2,6.1,6.1,6.0,6.1,6.0,6.1,6.2,6.3,6.2,6.2
ZCTA5 18454,18454,4.5,4.4,4.5,4.8,5.0,4.3,4.3,4.5,4.2,4.7,6.0,6.1,7.0,6.0
ZCTA5 18455,18455,5.4,5.3,4.9,5.7,5.5,5.8,5.9,5.9,5.6,7.6,7.8,7.6,7.2,7.5
ZCTA5 18456,18456,5.6,5.8,5.9,5.7,6.0,6.2,6.3,6.5,6.6,6.1,6.5,6.2,6.4,6.7
ZCTA5 18457,18457,9.0+,7.7,6.7,5.8,6.4,6.1,6.1,6.3,8.0,5.9,6.2,4.4,6.1,6.0
ZCTA5 18458,18458,5.6,5.6,5.6,5.4,5.3,5.7,5.5,5.5,5.6,5.5,5.2,5.2,5.2,5.4
ZCTA5 18459,18459,4.3,4.4,4.1,4.1,4.1,3.8,3.8,3.9,4.0,4.4,,,,
ZCTA5 18460,18460,7.7,7.6,7.6,7.0,6.3,6.8,6.8,6.1,5.8,5.6,6.1,6.4,6.6,6.3
ZCTA5 18461,18461,5.2,5.3,5.3,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.8,5.7,5.9,5.8
ZCTA5 18462,18462,5.8,5.7,5.5,5.5,5.4,5.5,5.3,5.6,5.6,5.5,5.4,5.6,5.7,5.9
ZCTA5 18463,18463,7.0,7.0,6.5,6.4,6.2,6.2,5.6,5.7,6.4,6.1,6.1,6.3,6.3,5.9
ZCTA5 18464,18464,5.0,5.2,5.2,5.2,5.3,5.1,5.1,5.3,5.4,5.7,6.2,6.2,6.1,6.0
ZCTA5 18465,18465,5.6,5.5,5.4,5.6,5.7,5.6,5.6,5.6,5.6,5.5,5.7,5.9,6.0,6.0
ZCTA5 18466,18466,6.2,6.1,6.1,6.0,6.0,5.9,5.8,5.8,5.8,5.9,6.0,6.2,6.2,6.1
ZCTA5 18469,18469,6.5,6.7,5.9,6.2,5.9,5.9,5.9,6.1,6.2,6.3,6.6,6.9,6.8,6.4
ZCTA5 18470,18470,5.6,5.7,5.6,5.6,5.8,5.8,5.7,5.8,5.8,5.7,5.5,5.7,5.7,5.8
ZCTA5 18471,18471,9.0+,7.9,7.5,7.3,7.4,7.6,8.2,8.1,8.4,9.0+,8.0,7.5,7.1,7.2
ZCTA5 18472,18472,6.0,6.1,6.0,6.1,6.1,6.0,5.9,5.9,5.9,5.8,5.9,5.8,5.9,5.9
ZCTA5 18473,18473,5.7,5.7,5.8,5.9,5.7,5.7,5.7,5.6,5.4,5.2,5.3,5.6,5.2,5.9
ZCTA5 18503,18503,3.1,3.2,3.2,3.2,3.2,3.2,3.4,3.2,3.1,2.8,2.6,2.5,2.6,2.5
ZCTA5 18504,18504,5.8,5.8,5.9,5.8,5.8,5.8,5.9,5.9,5.8,5.9,5.9,5.9,5.9,5.9
ZCTA5 18505,18505,5.7,5.6,5.6,5.7,5.6,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.6
ZCTA5 18507,18507,5.9,5.9,6.0,6.0,6.1,6.1,6.2,6.3,6.2,6.4,6.3,6.0,6.2,6.2
ZCTA5 18508,18508,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.6,5.7,5.8,5.7,5.8,5.8
ZCTA5 18509,18509,5.9,6.0,6.1,6.0,5.9,6.0,6.0,5.9,5.9,5.7,5.7,5.8,5.7,5.6
ZCTA5 18510,18510,5.5,5.5,5.4,5.5,5.5,5.5,5.4,5.4,5.4,5.5,5.5,5.5,5.6,5.6
ZCTA5 18512,18512,5.7,5.7,5.7,5.6,5.8,5.8,5.9,6.0,6.0,5.9,5.9,5.8,5.7,5.8
ZCTA5 18517,18517,5.9,5.8,5.8,5.9,5.9,5.9,5.8,5.7,5.8,5.8,6.0,6.0,6.1,5.9
ZCTA5 18518,18518,5.7,5.7,5.7,5.8,5.8,5.7,5.5,5.3,5.5,5.5,5.7,5.9,6.0,5.7
ZCTA5 18519,18519,5.9,5.8,5.7,5.6,5.6,5.7,5.7,5.7,5.8,5.9,6.0,5.9,6.0,5.9
ZCTA5 18602,18602,7.4,7.6,7.4,7.3,7.8,7.8,7.9,7.7,7.6,6.1,6.0,6.0,6.1,7.3
ZCTA5 18603,18603,5.7,5.7,5.9,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.9,5.8
ZCTA5 18610,18610,6.0,5.9,5.8,5.9,5.7,5.6,5.6,5.7,5.5,6.0,5.8,6.0,5.7,5.8
ZCTA5 18612,18612,6.2,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.4,6.3,6.4
ZCTA5 18614,18614,5.8,5.9,5.8,5.7,5.6,5.4,5.1,5.1,5.0,5.1,5.1,5.3,5.2,5.3
ZCTA5 18615,18615,5.9,5.8,5.8,5.7,5.9,5.9,6.0,6.0,6.1,6.0,5.9,5.9,6.0,6.1
ZCTA5 18616,18616,5.5,5.5,5.3,5.4,5.3,5.1,4.9,4.8,4.7,4.6,4.5,4.5,4.7,4.8
ZCTA5 18617,18617,5.3,5.3,5.3,5.6,5.8,5.8,6.0,6.3,6.4,6.2,5.9,5.8,5.4,5.7
ZCTA5 18618,18618,6.1,6.1,6.0,5.9,5.7,5.6,5.7,5.8,5.9,6.0,6.2,6.2,6.2,6.1
ZCTA5 18619,18619,4.7,4.7,4.4,4.4,4.6,4.5,4.3,4.1,4.0,3.7,3.9,4.2,4.4,4.6
ZCTA5 18621,18621,5.7,5.7,5.8,5.8,5.7,5.7,5.7,5.7,5.8,5.9,5.9,6.1,6.1,6.0
ZCTA5 18622,18622,6.0,5.9,6.5,6.1,6.7,6.6,6.9,6.6,6.5,6.4,5.8,5.3,4.7,4.6
ZCTA5 18623,18623,6.0,5.9,5.8,6.0,6.0,6.0,5.9,5.8,5.9,5.9,6.0,5.8,5.7,5.6
ZCTA5 18624,18624,5.6,5.7,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.6,5.7
ZCTA5 18625,18625,5.8,5.9,6.0,6.0,5.7,5.8,5.8,6.1,6.3,6.1,6.8,6.7,6.5,6.2
ZCTA5 18626,18626,5.9,6.3,6.3,6.3,6.3,6.1,5.7,5.5,5.4,5.5,5.3,5.5,5.6,5.8
ZCTA5 18627,18627,,,,,,,,,,,-,-,-,-
ZCTA5 18628,18628,5.7,5.8,5.9,5.7,5.7,5.8,5.3,5.2,5.2,5.1,5.2,4.7,4.9,5.3
ZCTA5 18629,18629,5.6,5.6,5.6,5.5,5.4,5.3,5.3,5.2,5.3,5.4,5.3,5.4,5.6,5.6
ZCTA5 18630,18630,5.9,5.9,5.8,5.8,5.8,5.9,5.7,5.8,5.8,5.9,5.6,5.8,5.8,5.8
ZCTA5 18631,18631,5.7,5.5,5.9,6.0,5.9,5.9,5.9,5.8,5.8,5.8,5.6,5.6,5.5,5.5
ZCTA5 18632,18632,6.2,6.3,5.8,5.9,6.2,6.1,6.0,5.9,5.9,5.7,5.6,5.7,5.4,5.1
ZCTA5 18634,18634,5.7,5.8,5.8,5.9,5.9,5.9,5.8,5.9,5.9,5.9,6.0,6.0,6.0,5.9
ZCTA5 18635,18635,5.8,5.8,5.8,5.8,5.7,5.9,5.8,5.9,6.0,6.1,6.1,6.1,6.0,5.9
ZCTA5 18636,18636,5.3,5.6,5.6,5.8,5.9,5.9,5.4,5.6,5.6,5.4,5.7,5.8,5.9,6.0
ZCTA5 18640,18640,5.8,5.8,5.9,5.9,5.9,5.9,5.9,5.8,5.9,5.9,5.9,5.8,5.8,5.8
ZCTA5 18641,18641,5.9,5.9,5.9,5.9,5.9,5.8,5.9,5.9,6.0,5.9,5.8,5.7,5.8,5.6
ZCTA5 18642,18642,5.9,6.2,6.1,6.1,6.0,6.1,6.1,6.0,6.0,5.8,5.9,5.9,6.1,6.0
ZCTA5 18643,18643,6.0,6.0,6.0,6.1,6.0,6.0,6.1,6.1,6.1,6.0,6.0,6.1,5.9,5.9
ZCTA5 18644,18644,6.1,6.1,6.1,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.0,6.1,6.1,6.0
ZCTA5 18651,18651,5.8,5.8,5.9,5.9,5.9,5.9,5.9,5.8,5.8,5.6,5.7,5.7,5.7,5.8
ZCTA5 18653,18653,6.5,6.6,6.6,7.5,7.2,7.2,7.4,9.0+,9.0+,9.0+,,,,
ZCTA5 18655,18655,5.9,6.0,5.9,6.0,6.0,6.0,6.0,6.0,6.1,6.2,6.1,6.1,6.1,6.1
ZCTA5 18656,18656,5.9,6.0,6.2,6.3,6.1,6.3,6.3,6.3,6.0,6.5,6.4,6.5,6.3,6.4
ZCTA5 18657,18657,5.9,6.0,5.8,5.9,5.9,5.9,5.9,6.0,6.0,6.2,6.5,6.4,6.3,6.1
ZCTA5 18660,18660,6.1,6.1,6.1,6.1,6.0,6.1,6.0,6.1,6.1,6.1,6.1,6.1,6.3,6.3
ZCTA5 18661,18661,5.6,5.7,5.7,5.6,5.7,5.6,5.6,5.6,5.6,5.5,5.6,5.6,5.7,5.7
ZCTA5 18701,18701,3.5,3.4,3.2,3.5,3.5,3.4,3.3,3.1,3.1,3.0,3.3,3.2,3.2,3.3
ZCTA5 18702,18702,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.7
ZCTA5 18704,18704,5.9,5.8,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
ZCTA5 18705,18705,5.9,5.8,5.8,5.8,5.8,5.8,5.9,5.9,5.9,6.0,6.0,5.9,6.0,6.0
ZCTA5 18706,18706,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.8,5.8,5.9,5.9,5.9
ZCTA5 18707,18707,7.0,7.0,7.0,7.0,7.0,7.0,6.9,7.0,7.0,7.0,7.1,7.2,7.3,7.3
ZCTA5 18708,18708,6.7,6.5,6.5,6.5,6.6,6.8,7.0,6.9,6.9,7.1,6.7,6.7,6.9,6.9
ZCTA5 18709,18709,5.5,5.4,5.3,5.4,5.6,5.5,5.6,5.6,5.7,5.7,5.8,5.9,5.8,5.8
ZCTA5 18801,18801,6.0,6.0,5.9,6.0,6.0,5.9,6.0,5.9,6.0,5.9,6.0,6.0,6.1,6.1
ZCTA5 18810,18810,6.2,6.2,6.1,6.0,6.2,6.1,6.2,6.1,6.1,5.7,5.8,5.7,5.7,5.9
ZCTA5 18812,18812,5.7,5.9,5.8,5.9,6.1,6.2,6.1,6.1,5.9,5.8,5.9,6.1,6.0,6.2
ZCTA5 18814,18814,5.6,6.3,6.8,7.1,7.2,7.1,6.7,6.0,6.2,6.0,6.1,6.3,6.7,6.1
ZCTA5 18816,18816,6.3,5.8,5.4,5.9,5.7,5.9,5.9,5.9,5.6,5.6,5.6,5.9,5.5,5.3
ZCTA5 18817,18817,5.9,6.1,6.1,6.3,7.3,8.0,8.1,8.0,7.7,7.6,7.5,6.6,6.4,6.3
ZCTA5 18818,18818,6.1,6.0,5.9,5.8,5.8,5.8,5.8,6.0,6.0,6.0,6.0,6.0,6.0,6.1
ZCTA5 18820,18820,,,,,,,,,,,6.9,7.1,7.1,-
ZCTA5 18821,18821,5.7,5.8,5.7,5.6,5.5,5.5,5.6,5.4,5.7,5.7,5.7,5.6,5.7,5.6
ZCTA5 18822,18822,5.8,5.8,5.7,5.7,5.7,5.7,5.8,5.8,5.7,5.7,5.8,5.9,5.9,6.0
ZCTA5 18823,18823,6.8,6.3,6.3,6.1,6.2,6.0,5.8,5.2,4.9,4.9,5.3,5.0,5.1,5.1
ZCTA5 18824,18824,6.1,6.4,6.4,6.5,6.4,6.3,6.3,6.3,6.2,6.0,6.0,6.0,6.0,6.1
ZCTA5 18825,18825,5.0,4.8,4.9,5.3,6.4,6.1,5.6,5.6,6.3,5.2,5.9,5.9,6.1,6.8
ZCTA5 18826,18826,5.7,5.8,5.8,6.0,6.3,6.3,6.3,6.4,6.4,6.3,6.3,6.1,6.3,6.4
ZCTA5 18828,18828,5.4,5.4,5.3,5.3,5.4,5.3,5.4,5.8,6.1,6.5,6.1,6.0,5.9,5.7
ZCTA5 18829,18829,6.5,6.4,6.3,6.3,6.2,6.3,6.2,6.1,6.2,6.3,6.5,6.7,6.5,6.5
ZCTA5 18830,18830,5.6,5.9,5.8,5.9,6.0,6.1,5.7,5.8,5.9,5.7,5.4,5.5,5.8,5.8
ZCTA5 18831,18831,6.7,6.5,6.2,6.3,6.4,6.4,6.4,6.6,6.2,5.9,6.0,6.3,6.3,6.4
ZCTA5 18832,18832,6.1,6.0,6.1,5.9,5.9,5.9,6.0,6.0,6.0,6.2,6.2,6.4,6.2,6.3
ZCTA5 18833,18833,5.9,5.8,5.6,5.5,5.4,5.4,5.4,5.3,5.4,5.5,5.6,5.6,6.0,6.0
ZCTA5 18834,18834,5.7,5.7,5.7,5.6,5.7,5.8,5.6,5.6,5.6,5.3,5.3,5.5,5.6,5.7
ZCTA5 18837,18837,6.3,6.4,6.2,6.2,6.1,6.1,6.1,6.2,6.1,6.1,6.0,6.0,6.0,6.1
ZCTA5 18840,18840,6.1,6.2,6.3,6.3,6.3,6.2,6.1,6.0,5.9,5.9,6.2,6.4,6.4,6.4
ZCTA5 18842,18842,6.6,6.1,6.0,5.5,5.6,5.7,5.9,6.3,6.5,7.3,7.5,6.8,6.5,7.1
ZCTA5 18843,18843,5.0,5.1,5.4,6.1,6.6,5.1,5.2,5.0,4.5,4.4,5.8,5.6,5.5,5.5
ZCTA5 18844,18844,6.0,5.9,6.0,6.0,6.0,6.1,6.3,6.2,6.3,6.3,6.3,6.4,6.4,6.3
ZCTA5 18845,18845,6.5,6.3,6.1,6.0,5.8,5.7,5.9,6.0,6.1,6.4,6.5,6.1,5.9,5.7
ZCTA5 18846,18846,6.1,6.3,6.2,6.0,6.1,6.0,5.8,5.9,6.0,6.0,6.0,5.9,5.9,5.8
ZCTA5 18847,18847,5.8,5.8,5.8,5.8,5.8,5.8,5.9,5.9,6.0,5.8,5.7,5.7,5.6,5.6
ZCTA5 18848,18848,6.3,6.3,6.2,6.1,5.9,6.0,6.1,6.1,6.2,6.1,6.1,6.1,6.1,6.0
ZCTA5 18850,18850,6.2,6.4,6.6,6.6,6.6,6.6,6.4,6.3,6.2,6.0,6.1,6.0,6.1,6.0
ZCTA5 18851,18851,6.0,6.0,6.1,5.8,5.8,5.8,5.9,5.9,5.9,6.1,5.9,5.7,5.4,5.4
ZCTA5 18853,18853,6.5,6.6,6.4,6.4,6.4,6.3,6.2,6.2,6.1,6.1,6.0,6.0,6.0,6.0
ZCTA5 18854,18854,6.1,5.9,5.6,5.6,5.7,5.8,5.9,6.0,6.0,6.0,5.9,5.9,5.8,5.8
ZCTA5 18901,18901,6.6,6.7,6.7,6.6,6.6,6.7,6.7,6.6,6.7,6.7,6.8,6.7,6.5,6.5
ZCTA5 18902,18902,8.2,8.3,8.3,8.3,8.3,8.2,8.1,8.0,8.1,8.0,8.2,8.3,8.3,8.3
ZCTA5 18912,18912,-,-,-,-,-,8.0,8.0,-,-,-,9.0+,9.0+,8.4,9.0+
ZCTA5 18913,18913,4.7,3.4,6.4,6.3,6.3,6.2,7.6,7.9,8.4,8.4,9.0+,9.0+,9.0+,6.5
ZCTA5 18914,18914,7.3,7.4,7.4,7.4,7.4,7.5,7.5,7.5,7.5,7.5,7.7,7.7,7.7,7.7
ZCTA5 18915,18915,7.8,7.8,7.5,7.4,7.1,6.9,7.1,7.2,7.6,7.6,6.5,6.6,6.4,6.6
ZCTA5 18917,18917,4.4,4.5,4.7,4.8,5.3,5.3,5.3,5.2,5.1,5.6,5.7,5.9,6.0,6.1
ZCTA5 18920,18920,9.0+,7.3,5.7,6.0,6.0,6.1,6.1,6.2,6.2,6.1,6.1,6.0,6.0,6.2
ZCTA5 18921,18921,,,,,,,,,,,6.4,6.4,6.2,6.5
ZCTA5 18923,18923,7.7,7.8,8.1,8.1,8.3,8.1,9.0+,9.0+,7.5,7.1,7.0,6.8,6.6,6.6
ZCTA5 18925,18925,8.1,8.0,7.8,8.0,8.0,7.8,8.0,8.1,7.9,8.0,8.4,9.0+,8.5,8.5
ZCTA5 18927,18927,,,,,,,,,,,5.2,5.1,5.2,-
ZCTA5 18929,18929,8.2,8.2,8.2,8.1,8.3,8.2,9.0+,9.0+,9.0+,9.0+,9.0+,8.3,8.2,8.1
ZCTA5 18930,18930,6.9,6.9,6.4,6.9,6.7,6.5,6.6,6.6,6.6,6.9,6.9,7.0,7.3,7.1
ZCTA5 18932,18932,6.1,6.1,6.0,7.0,7.2,7.4,7.8,8.1,9.0+,9.0+,7.4,7.3,6.6,6.3
ZCTA5 18933,18933,,,,,,,,,,,7.8,6.9,6.7,6.8
ZCTA5 18935,18935,1.4,1.4,-,-,-,-,-,-,-,-,7.9,7.8,7.2,6.9
ZCTA5 18936,18936,-,-,-,-,-,-,-,-,-,-,9.0+,8.4,9.0+,9.0+
ZCTA5 18938,18938,6.9,6.9,7.0,7.1,7.1,7.2,7.2,7.2,7.2,7.2,7.3,7.4,7.4,7.4
ZCTA5 18940,18940,7.3,7.4,7.4,7.4,7.3,7.5,7.6,7.5,7.5,7.6,7.7,7.7,7.7,7.7
ZCTA5 18942,18942,6.9,7.0,6.8,6.4,6.6,6.4,6.2,6.1,6.7,6.7,6.9,6.8,6.9,6.0
ZCTA5 18944,18944,6.8,6.8,6.9,6.9,7.0,6.9,6.9,6.9,7.1,6.7,6.7,6.8,6.9,6.7
ZCTA5 18946,18946,,,,,,,,,,,7.8,6.9,6.9,7.2
ZCTA5 18947,18947,7.3,7.4,7.5,7.4,7.4,7.6,7.6,7.6,7.5,7.4,7.6,7.6,7.8,7.8
ZCTA5 18950,18950,8.0,6.9,6.7,6.8,6.5,6.2,7.0,7.0,8.1,9.0+,9.0+,9.0+,9.0+,9.0+
ZCTA5 18951,18951,6.3,6.3,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.6,6.5,6.6,6.5,6.5
ZCTA5 18954,18954,8.3,8.5,9.0+,8.5,8.4,8.4,8.4,8.3,8.4,9.0+,9.0+,9.0+,8.5,8.4
ZCTA5 18955,18955,6.4,6.2,6.1,6.1,6.0,6.0,6.2,6.2,6.2,6.2,6.6,6.4,6.3,6.2
ZCTA5 18960,18960,6.3,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.3,6.5,6.4,6.5,6.4,6.7
ZCTA5 18962,18962,6.2,6.4,6.2,6.2,6.2,6.2,6.1,6.2,6.3,6.6,7.2,7.3,7.3,7.5
ZCTA5 18964,18964,6.3,6.3,6.3,6.3,6.3,6.4,6.4,6.3,6.3,6.3,6.3,6.2,6.2,6.2
ZCTA5 18966,18966,7.3,7.3,7.3,7.2,7.2,7.3,7.3,7.3,7.2,7.3,7.3,7.3,7.4,7.5
ZCTA5 18969,18969,6.2,6.2,6.1,6.1,6.1,6.2,6.2,6.3,6.3,6.1,6.2,6.3,6.3,6.3
ZCTA5 18970,18970,6.1,6.3,6.2,6.3,6.5,6.3,6.3,6.4,6.4,6.3,6.3,6.2,6.0,6.2
ZCTA5 18972,18972,6.0,6.1,6.1,6.1,6.2,6.2,6.2,6.3,6.3,6.3,6.5,6.4,6.4,6.4
ZCTA5 18974,18974,6.5,6.5,6.4,6.3,6.3,6.4,6.4,6.4,6.5,6.7,6.6,6.6,6.5,6.6
ZCTA5 18976,18976,7.3,7.4,7.4,7.5,7.3,7.3,7.4,7.4,7.3,7.4,7.3,7.1,7.1,7.3
ZCTA5 18977,18977,8.0,8.2,8.1,8.3,9.0+,9.0+,8.3,8.2,8.1,8.3,8.0,8.3,8.3,8.3
ZCTA5 18980,18980,7.9,7.3,7.6,7.8,7.7,7.7,8.1,7.9,7.5,7.0,7.6,6.3,4.4,6.7
ZCTA5 19001,19001,6.6,6.6,6.5,6.5,6.5,6.6,6.5,6.7,6.7,6.7,6.7,6.7,6.6,6.5
ZCTA5 19002,19002,7.3,7.4,7.4,7.3,7.3,7.3,7.2,7.2,7.3,7.4,7.4,7.3,7.4,7.3
ZCTA5 19003,19003,6.2,6.3,6.3,6.1,6.1,6.1,6.1,6.0,6.1,6.1,6.1,6.0,5.9,5.9
ZCTA5 19004,19004,7.3,7.5,7.4,7.3,7.1,6.8,6.7,6.7,6.5,7.1,6.8,6.9,6.8,6.7
ZCTA5 19006,19006,7.5,7.5,7.4,7.5,7.6,7.5,7.4,7.4,7.5,7.4,7.4,7.4,7.3,7.1
ZCTA5 19007,19007,5.6,5.6,5.6,5.7,5.6,5.6,5.6,5.7,5.7,5.5,5.6,5.6,5.5,5.5
ZCTA5 19008,19008,7.1,7.0,7.0,7.1,7.2,7.2,7.3,7.4,7.4,7.4,7.4,7.3,7.3,7.3
ZCTA5 19009,19009,7.9,7.9,7.6,7.8,7.3,6.8,7.7,7.1,6.7,7.4,8.2,8.0,8.3,7.7
ZCTA5 19010,19010,6.4,6.4,6.5,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.7,6.4,6.6,6.5
ZCTA5 19012,19012,7.1,7.3,7.2,7.2,7.3,7.3,7.2,7.1,7.1,7.2,7.1,7.1,7.3,7.4
ZCTA5 19013,19013,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.8,5.7,5.7,5.7
ZCTA5 19014,19014,6.5,6.5,6.6,6.7,6.6,6.5,6.6,6.6,6.5,6.4,6.6,6.6,6.7,6.8
ZCTA5 19015,19015,6.0,6.1,6.0,6.0,6.1,6.1,6.1,6.1,6.0,6.1,6.1,6.1,6.2,6.2
ZCTA5 19017,19017,8.4,9.0+,9.0+,8.2,7.7,7.3,6.8,6.2,6.8,8.2,8.2,7.8,7.7,7.7
ZCTA5 19018,19018,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,5.8,5.9,5.9,5.9,5.9,5.9
ZCTA5 19020,19020,5.6,5.6,5.7,5.7,5.7,5.6,5.5,5.4,5.3,5.3,5.5,5.6,5.6,5.7
ZCTA5 19021,19021,5.7,5.8,5.9,5.9,5.8,5.8,5.8,5.8,5.6,5.7,5.8,5.9,5.7,5.8
ZCTA5 19022,19022,5.5,5.7,5.7,5.7,5.7,5.6,5.6,5.5,5.5,5.7,5.7,5.6,5.8,5.7
ZCTA5 19023,19023,6.0,5.9,5.9,5.9,6.0,6.0,5.9,5.9,5.9,5.9,6.0,6.0,6.0,6.0
ZCTA5 19025,19025,8.2,8.1,8.0,8.1,8.3,8.4,8.3,9.0+,8.3,8.4,8.4,8.2,8.0,7.8
ZCTA5 19026,19026,6.2,6.2,6.3,6.3,6.3,6.3,6.3,6.3,6.2,6.2,6.3,6.3,6.3,6.3
ZCTA5 19027,19027,6.0,6.0,6.1,6.1,6.1,6.1,6.0,5.9,5.8,5.8,5.8,5.8,6.0,5.9
ZCTA5 19029,19029,5.6,5.7,5.6,5.6,5.7,5.7,5.8,5.9,5.9,6.0,6.0,6.0,5.8,5.8
ZCTA5 19030,19030,6.0,6.1,6.2,6.1,6.1,6.1,6.1,6.1,6.0,6.4,6.3,6.4,6.6,6.7
ZCTA5 19031,19031,6.6,6.5,6.4,6.4,6.5,6.8,6.9,7.0,7.3,7.7,7.7,7.7,7.5,7.2
ZCTA5 19032,19032,6.0,6.1,6.0,6.1,6.1,6.1,6.0,6.0,6.0,6.1,6.0,6.1,6.0,5.9
ZCTA5 19033,19033,6.1,6.2,6.1,6.2,6.4,6.4,6.4,6.5,6.3,6.1,6.0,6.1,6.2,6.5
ZCTA5 19034,19034,7.7,7.8,7.8,8.0,8.2,8.2,8.2,8.1,8.4,8.1,8.1,8.1,8.0,7.7
ZCTA5 19035,19035,9.0+,9.0+,8.4,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+
ZCTA5 19036,19036,5.9,5.9,5.9,6.0,6.1,6.1,6.1,5.9,6.0,6.0,6.1,6.1,6.2,6.1
ZCTA5 19038,19038,6.8,6.9,6.9,6.8,6.8,6.8,6.8,6.8,6.9,7.0,7.0,7.0,7.0,7.0
ZCTA5 19040,19040,6.5,6.4,6.4,6.4,6.3,6.4,6.4,6.4,6.4,6.5,6.4,6.4,6.3,6.4
ZCTA5 19041,19041,6.3,6.7,7.1,7.1,6.6,6.8,6.6,6.8,6.3,6.4,6.4,6.3,6.0,6.3
ZCTA5 19043,19043,6.3,6.1,6.0,5.9,5.9,5.8,6.0,6.0,6.1,6.2,6.1,6.0,6.1,6.0
ZCTA5 19044,19044,5.6,5.5,5.6,5.5,5.3,5.5,5.6,5.6,5.5,5.5,5.5,5.3,5.4,5.4
ZCTA5 19046,19046,6.3,6.4,6.3,6.3,6.4,6.5,6.3,6.3,6.4,6.4,6.3,6.4,6.3,6.2
