Geographic_Area_Name,zipCode,Charged_for_other_fuels!!$250_to_$749_2021,Charged_for_other_fuels!!$250_to_$749_2022,Charged_for_other_fuels!!$250_to_$749_2023,Charged_for_other_fuels!!$750+units_2021,Charged_for_other_fuels!!$750+units_2022,Charged_for_other_fuels!!$750+units_2023,Charged_for_other_fuels!!Less_than_$250_2021,Charged_for_other_fuels!!Less_than_$250_2022,Charged_for_other_fuels!!Less_than_$250_2023,Charged_for_other_fuels_2021,Charged_for_other_fuels_2022,Charged_for_other_fuels_2023,"Not_charged,_not_used,_or_payment_included_in_other_fees_2021","Not_charged,_not_used,_or_payment_included_in_other_fees_2022","Not_charged,_not_used,_or_payment_included_in_other_fees_2023",Total_2021,Total_2022,Total_2023
ZCTA5 01830,01830,304,251,237,881,951,892,75,87,122,1260,1289,1251,9499,9183,9291,10759,10472,10542
ZCTA5 01832,01832,323,363,282,623,554,551,79,58,112,1025,975,945,8890,9085,9361,9915,10060,10306
ZCTA5 01833,01833,129,201,189,814,761,660,6,31,24,949,993,873,2236,2149,2278,3185,3142,3151
ZCTA5 01834,01834,134,157,142,458,469,528,12,0,17,604,626,687,1928,1987,1985,2532,2613,2672
ZCTA5 01835,01835,76,68,74,475,458,403,136,65,65,687,591,542,4747,4853,4910,5434,5444,5452
ZCTA5 01840,01840,0,0,0,0,0,0,0,0,0,0,0,0,3068,3107,3299,3068,3107,3299
ZCTA5 01841,01841,65,106,87,387,416,521,0,0,0,452,522,608,16567,16359,16489,17019,16881,17097
ZCTA5 01843,01843,74,193,242,228,218,174,76,34,17,378,445,433,9826,9897,10180,10204,10342,10613
ZCTA5 01844,01844,488,475,564,2359,2363,1958,169,198,219,3016,3036,2741,15776,15996,16060,18792,19032,18801
ZCTA5 01845,01845,244,77,77,1676,1603,1380,49,85,81,1969,1765,1538,9002,9546,9983,10971,11311,11521
ZCTA5 01850,01850,59,42,13,198,175,242,17,19,15,274,236,270,5590,5636,5607,5864,5872,5877
ZCTA5 01851,01851,134,167,141,571,547,553,39,36,32,744,750,726,10632,10603,10595,11376,11353,11321
ZCTA5 01852,01852,74,95,71,498,339,387,93,73,80,665,507,538,13963,14187,14271,14628,14694,14809
ZCTA5 01854,01854,59,58,86,251,202,215,26,25,9,336,285,310,10081,10139,10066,10417,10424,10376
ZCTA5 01860,01860,69,67,85,542,443,362,83,126,72,694,636,519,1895,2008,2191,2589,2644,2710
ZCTA5 01862,01862,92,113,93,588,507,432,32,43,43,712,663,568,3244,3454,3679,3956,4117,4247
ZCTA5 01863,01863,99,45,51,258,311,292,20,37,29,377,393,372,3336,3218,3256,3713,3611,3628
ZCTA5 01864,01864,174,64,74,1753,1747,1794,68,60,37,1995,1871,1905,3853,3980,3951,5848,5851,5856
ZCTA5 01867,01867,337,418,382,3368,3129,3113,50,50,56,3755,3597,3551,5542,5895,6036,9297,9492,9587
ZCTA5 01876,01876,387,228,207,1734,1712,1550,151,193,193,2272,2133,1950,9631,9811,9878,11903,11944,11828
ZCTA5 01879,01879,87,111,102,360,368,416,56,77,86,503,556,604,3550,3489,3578,4053,4045,4182
ZCTA5 01880,01880,357,367,383,2655,2748,2834,85,35,29,3097,3150,3246,7808,7724,7807,10905,10874,11053
ZCTA5 01886,01886,203,196,205,1096,1050,1070,125,135,135,1424,1381,1410,7091,7225,7404,8515,8606,8814
ZCTA5 01887,01887,494,355,413,3230,3425,2966,137,140,142,3861,3920,3521,3895,4005,4350,7756,7925,7871
ZCTA5 01890,01890,198,284,343,1602,1602,1593,113,28,19,1913,1914,1955,6236,6152,6099,8149,8066,8054
ZCTA5 01901,01901,17,0,0,0,0,0,0,0,0,17,0,0,1177,1076,1157,1194,1076,1157
ZCTA5 01902,01902,283,263,299,1777,1965,2064,143,144,121,2203,2372,2484,16470,16425,16626,18673,18797,19110
ZCTA5 01904,01904,203,185,148,1448,1598,1409,147,139,96,1798,1922,1653,5246,5155,5353,7044,7077,7006
ZCTA5 01905,01905,256,179,156,1083,1006,905,58,41,109,1397,1226,1170,7942,7739,7885,9339,8965,9055
ZCTA5 01906,01906,313,277,219,2024,2265,2186,238,217,197,2575,2759,2602,8006,8009,8099,10581,10768,10701
ZCTA5 01907,01907,113,64,65,893,803,820,108,70,21,1114,937,906,5055,5378,5426,6169,6315,6332
ZCTA5 01908,01908,27,38,64,291,299,275,32,32,38,350,369,377,1328,1257,1227,1678,1626,1604
ZCTA5 01913,01913,397,303,289,1021,1038,1190,57,35,42,1475,1376,1521,5851,6212,6024,7326,7588,7545
ZCTA5 01915,01915,331,378,413,2569,2631,2618,123,132,86,3023,3141,3117,13340,13429,13451,16363,16570,16568
ZCTA5 01921,01921,249,171,191,715,643,658,63,89,81,1027,903,930,1878,1976,1972,2905,2879,2902
ZCTA5 01922,01922,124,151,182,392,298,255,29,28,26,545,477,463,651,732,790,1196,1209,1253
ZCTA5 01923,01923,306,373,390,2674,2515,2232,137,50,92,3117,2938,2714,7847,8209,8327,10964,11147,11041
ZCTA5 01929,01929,76,66,70,350,356,301,59,43,0,485,465,371,850,905,946,1335,1370,1317
ZCTA5 01930,01930,396,340,371,3306,3275,2989,335,291,332,4037,3906,3692,9131,9353,9488,13168,13259,13180
ZCTA5 01937,01937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 01938,01938,219,224,331,1400,1430,1372,73,60,93,1692,1714,1796,3881,3896,3961,5573,5610,5757
ZCTA5 01940,01940,227,246,177,1198,1135,1248,45,50,31,1470,1431,1456,3193,3321,3329,4663,4752,4785
ZCTA5 01944,01944,92,85,57,428,382,332,37,112,105,557,579,494,1523,1522,1718,2080,2101,2212
ZCTA5 01945,01945,179,185,161,1333,1357,1263,77,102,95,1589,1644,1519,6486,6551,6713,8075,8195,8232
ZCTA5 01949,01949,89,97,99,874,1024,1012,0,0,0,963,1121,1111,2159,2071,2205,3122,3192,3316
ZCTA5 01950,01950,173,132,198,1075,973,844,88,43,33,1336,1148,1075,6201,6443,6717,7537,7591,7792
ZCTA5 01951,01951,319,205,161,315,348,359,229,215,239,863,768,759,474,524,576,1337,1292,1335
ZCTA5 01952,01952,277,186,123,767,699,691,77,57,59,1121,942,873,2764,3108,3162,3885,4050,4035
ZCTA5 01960,01960,793,791,732,4797,4500,4129,281,198,180,5871,5489,5041,16810,17079,17264,22681,22568,22305
ZCTA5 01965,01965,0,0,0,16,5,34,0,0,0,16,5,34,338,334,313,354,339,347
ZCTA5 01966,01966,186,251,318,1368,1366,1295,78,90,65,1632,1707,1678,1687,1575,1585,3319,3282,3263
ZCTA5 01969,01969,78,69,79,545,447,463,28,33,34,651,549,576,1675,1827,1852,2326,2376,2428
ZCTA5 01970,01970,703,648,649,2128,2269,2115,224,123,194,3055,3040,2958,16644,16787,16751,19699,19827,19709
ZCTA5 01982,01982,231,194,247,903,1005,943,33,37,40,1167,1236,1230,1408,1416,1489,2575,2652,2719
ZCTA5 01983,01983,210,204,173,755,752,803,51,61,72,1016,1017,1048,1186,1200,1197,2202,2217,2245
ZCTA5 01984,01984,52,61,40,352,324,328,56,84,52,460,469,420,831,856,895,1291,1325,1315
ZCTA5 01985,01985,183,151,148,758,677,630,69,66,35,1010,894,813,581,730,839,1591,1624,1652
ZCTA5 02019,02019,315,324,311,1809,1718,1795,176,183,192,2300,2225,2298,3950,4045,3991,6250,6270,6289
ZCTA5 02021,02021,209,202,193,1240,1112,1134,48,74,28,1497,1388,1355,7808,8261,8322,9305,9649,9677
ZCTA5 02025,02025,118,103,144,919,842,740,45,40,0,1082,985,884,2064,2122,2225,3146,3107,3109
ZCTA5 02026,02026,181,158,176,1086,1014,1022,81,54,53,1348,1226,1251,9110,9201,9046,10458,10427,10297
ZCTA5 02030,02030,117,117,64,1019,896,1001,29,56,109,1165,1069,1174,751,818,738,1916,1887,1912
ZCTA5 02032,02032,0,0,0,316,287,282,0,0,0,316,287,282,1206,1249,1306,1522,1536,1588
ZCTA5 02035,02035,205,141,150,993,1096,1140,30,65,49,1228,1302,1339,6061,5910,5830,7289,7212,7169
ZCTA5 02038,02038,580,582,645,1692,1814,1839,114,122,109,2386,2518,2593,9732,9613,9746,12118,12131,12339
ZCTA5 02043,02043,383,389,321,2216,2227,2117,174,187,173,2773,2803,2611,6479,6427,6947,9252,9230,9558
ZCTA5 02045,02045,92,29,107,506,506,448,70,58,28,668,593,583,3712,3911,3992,4380,4504,4575
ZCTA5 02047,02047,0,0,0,22,23,21,0,0,0,22,23,21,67,78,43,89,101,64
ZCTA5 02048,02048,194,202,192,1754,1840,1885,100,57,49,2048,2099,2126,6659,6781,6854,8707,8880,8980
ZCTA5 02050,02050,328,308,299,1625,1556,1747,110,101,72,2063,1965,2118,8079,8339,8142,10142,10304,10260
ZCTA5 02052,02052,32,44,81,925,876,882,57,56,24,1014,976,987,3359,3487,3572,4373,4463,4559
ZCTA5 02053,02053,109,85,136,1718,1583,1500,77,79,47,1904,1747,1683,2908,2792,2890,4812,4539,4573
ZCTA5 02054,02054,96,89,102,976,869,1010,25,29,28,1097,987,1140,1981,2185,2243,3078,3172,3383
ZCTA5 02056,02056,157,126,138,1577,1625,1607,81,72,83,1815,1823,1828,1152,1468,1533,2967,3291,3361
ZCTA5 02061,02061,251,193,162,1259,1255,1281,128,121,97,1638,1569,1540,1929,2038,2103,3567,3607,3643
ZCTA5 02062,02062,225,164,175,1636,1599,1599,86,84,58,1947,1847,1832,11055,11267,11467,13002,13114,13299
ZCTA5 02066,02066,229,214,187,2002,2019,1958,172,247,196,2403,2480,2341,5009,5056,5265,7412,7536,7606
ZCTA5 02067,02067,247,243,199,1039,1098,1031,37,43,40,1323,1384,1270,5072,5002,5184,6395,6386,6454
ZCTA5 02071,02071,0,0,22,45,61,107,25,24,0,70,85,129,313,391,344,383,476,473
ZCTA5 02072,02072,333,210,248,2134,2195,2256,75,110,104,2542,2515,2608,8735,8343,8253,11277,10858,10861
ZCTA5 02081,02081,194,220,255,2115,2075,2107,202,177,73,2511,2472,2435,4740,4873,4871,7251,7345,7306
ZCTA5 02090,02090,171,143,215,1255,1086,1234,79,115,89,1505,1344,1538,3919,4033,3954,5424,5377,5492
ZCTA5 02093,02093,438,375,329,1654,1540,1582,63,38,28,2155,1953,1939,2325,2483,2456,4480,4436,4395
ZCTA5 02108,02108,13,13,14,0,0,0,0,0,0,13,13,14,1892,1989,1994,1905,2002,2008
ZCTA5 02109,02109,10,4,6,0,0,0,0,9,11,10,13,17,1948,1980,2049,1958,1993,2066
ZCTA5 02110,02110,8,6,13,0,0,0,0,0,0,8,6,13,1274,1306,1212,1282,1312,1225
ZCTA5 02111,02111,0,0,0,0,6,7,0,0,0,0,6,7,3515,3740,3607,3515,3746,3614
ZCTA5 02113,02113,0,4,27,58,28,5,8,0,24,66,32,56,3959,4010,4004,4025,4042,4060
ZCTA5 02114,02114,26,11,0,46,41,67,23,0,0,95,52,67,7263,7667,7925,7358,7719,7992
ZCTA5 02115,02115,0,0,0,28,43,47,0,0,0,28,43,47,9427,9802,9852,9455,9845,9899
ZCTA5 02116,02116,21,22,20,144,123,96,65,69,54,230,214,170,11477,11701,11355,11707,11915,11525
ZCTA5 02118,02118,9,0,0,161,249,264,30,64,53,200,313,317,13647,13820,13868,13847,14133,14185
ZCTA5 02119,02119,0,0,33,383,301,280,8,18,17,391,319,330,11562,11504,11434,11953,11823,11764
ZCTA5 02120,02120,0,0,0,172,152,198,0,0,0,172,152,198,4529,4432,4366,4701,4584,4564
ZCTA5 02121,02121,110,77,52,329,253,192,20,20,20,459,350,264,10259,10163,10099,10718,10513,10363
ZCTA5 02122,02122,228,248,236,668,626,725,39,10,15,935,884,976,8069,8565,8183,9004,9449,9159
ZCTA5 02124,02124,122,95,86,1229,1225,1105,191,151,115,1542,1471,1306,17853,17695,18681,19395,19166,19987
ZCTA5 02125,02125,166,171,154,571,480,538,34,21,22,771,672,714,12215,12612,13045,12986,13284,13759
ZCTA5 02126,02126,201,184,257,824,821,748,15,0,0,1040,1005,1005,7745,7534,7857,8785,8539,8862
ZCTA5 02127,02127,85,84,40,502,494,552,83,64,66,670,642,658,16129,16764,17237,16799,17406,17895
ZCTA5 02128,02128,139,51,50,705,607,505,82,88,76,926,746,631,15999,16562,16988,16925,17308,17619
ZCTA5 02129,02129,16,8,0,208,151,170,25,41,36,249,200,206,9029,8987,9183,9278,9187,9389
ZCTA5 02130,02130,351,510,482,967,945,953,199,203,163,1517,1658,1598,16092,16264,16330,17609,17922,17928
ZCTA5 02131,02131,306,288,276,969,908,1015,98,79,78,1373,1275,1369,11077,11096,11080,12450,12371,12449
ZCTA5 02132,02132,161,142,192,1603,1492,1331,30,25,31,1794,1659,1554,9147,9308,9556,10941,10967,11110
ZCTA5 02133,02133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
ZCTA5 02134,02134,0,0,7,121,92,105,26,82,86,147,174,198,7935,7884,8069,8082,8058,8267
ZCTA5 02135,02135,172,119,102,826,787,824,44,75,70,1042,981,996,18998,19732,20076,20040,20713,21072
ZCTA5 02136,02136,189,226,186,613,573,740,156,92,58,958,891,984,12971,12700,12586,13929,13591,13570
ZCTA5 02138,02138,153,106,111,219,355,418,104,88,98,476,549,627,13901,13931,13612,14377,14480,14239
ZCTA5 02139,02139,29,53,56,192,138,169,85,84,80,306,275,305,14957,15720,15757,15263,15995,16062
ZCTA5 02140,02140,57,88,73,167,171,97,50,52,90,274,311,260,9163,9638,9770,9437,9949,10030
ZCTA5 02141,02141,0,14,20,27,51,42,22,6,0,49,71,62,6777,6998,7171,6826,7069,7233
ZCTA5 02142,02142,0,0,0,0,0,0,0,0,0,0,0,0,2077,2140,2168,2077,2140,2168
ZCTA5 02143,02143,137,91,90,297,290,240,43,35,43,477,416,373,11146,11658,11759,11623,12074,12132
ZCTA5 02144,02144,130,65,75,504,426,398,46,58,51,680,549,524,10683,10654,10693,11363,11203,11217
ZCTA5 02145,02145,100,143,97,950,824,797,117,82,161,1167,1049,1055,10182,10559,10891,11349,11608,11946
ZCTA5 02148,02148,402,364,430,2176,2053,2011,345,242,182,2923,2659,2623,22659,23150,23696,25582,25809,26319
ZCTA5 02149,02149,220,229,191,1415,1473,1299,95,51,44,1730,1753,1534,15361,15301,15728,17091,17054,17262
ZCTA5 02150,02150,61,41,57,633,616,480,0,0,0,694,657,537,12643,12714,12985,13337,13371,13522
ZCTA5 02151,02151,603,448,373,1859,1960,1933,190,114,23,2652,2522,2329,19011,19033,19199,21663,21555,21528
ZCTA5 02152,02152,123,66,28,958,1051,918,62,18,36,1143,1135,982,7099,7193,6936,8242,8328,7918
ZCTA5 02155,02155,492,439,419,2904,3059,2723,80,167,150,3476,3665,3292,21295,21703,21294,24771,25368,24586
ZCTA5 02163,02163,0,0,0,0,0,0,0,0,0,0,0,0,403,453,399,403,453,399
ZCTA5 02169,02169,548,371,153,2748,2575,2674,236,221,259,3532,3167,3086,24097,24867,25588,27629,28034,28674
ZCTA5 02170,02170,158,177,158,1064,949,782,125,58,57,1347,1184,997,6654,6917,6960,8001,8101,7957
ZCTA5 02171,02171,77,58,54,718,761,707,30,16,47,825,835,808,8044,7943,8087,8869,8778,8895
ZCTA5 02176,02176,206,164,167,1957,2044,2120,181,159,130,2344,2367,2417,9582,9670,9951,11926,12037,12368
ZCTA5 02180,02180,230,166,171,1832,1949,2051,64,64,90,2126,2179,2312,7632,7475,7208,9758,9654,9520
ZCTA5 02184,02184,438,329,250,3599,3560,3719,133,97,103,4170,3986,4072,10214,10421,10267,14384,14407,14339
ZCTA5 02186,02186,152,177,214,1773,1508,1308,18,24,40,1943,1709,1562,6854,7473,7622,8797,9182,9184
ZCTA5 02188,02188,67,43,66,1419,1423,1472,59,27,47,1545,1493,1585,5540,5229,5275,7085,6722,6860
ZCTA5 02189,02189,230,173,60,1215,1172,1326,119,41,45,1564,1386,1431,4630,5047,5098,6194,6433,6529
ZCTA5 02190,02190,119,110,191,1667,1830,1706,26,29,50,1812,1969,1947,5865,6110,6382,7677,8079,8329
ZCTA5 02191,02191,107,78,103,849,869,890,28,8,0,984,955,993,2460,2507,2588,3444,3462,3581
ZCTA5 02199,02199,0,0,0,0,0,0,0,0,0,0,0,0,833,842,825,833,842,825
ZCTA5 02203,02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 02205,02205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 02210,02210,0,35,34,11,13,13,8,9,0,19,57,47,2997,3673,4259,3016,3730,4306
ZCTA5 02215,02215,0,0,0,8,0,10,0,0,0,8,0,10,7923,8329,8222,7931,8329,8232
ZCTA5 02301,02301,567,422,435,3827,3917,3582,169,58,64,4563,4397,4081,18365,18948,19175,22928,23345,23256
ZCTA5 02302,02302,546,444,488,3180,3119,3214,42,72,51,3768,3635,3753,8396,8509,8601,12164,12144,12354
ZCTA5 02322,02322,49,57,55,568,577,480,19,14,0,636,648,535,1017,1122,1167,1653,1770,1702
ZCTA5 02324,02324,324,348,480,2654,2697,2676,133,92,73,3111,3137,3229,5546,6025,6125,8657,9162,9354
ZCTA5 02325,02325,0,0,0,12,12,0,0,0,0,12,12,0,18,20,4,30,32,4
ZCTA5 02330,02330,438,328,314,1256,1350,1132,120,149,155,1814,1827,1601,2834,2868,3131,4648,4695,4732
ZCTA5 02332,02332,463,429,404,1467,1422,1381,110,66,74,2040,1917,1859,4052,4146,4121,6092,6063,5980
ZCTA5 02333,02333,342,378,359,1715,1652,1730,26,29,12,2083,2059,2101,2869,3026,2945,4952,5085,5046
ZCTA5 02338,02338,357,268,168,1149,1339,1440,21,20,36,1527,1627,1644,1403,1339,1321,2930,2966,2965
ZCTA5 02339,02339,305,320,349,1292,1303,1283,81,83,71,1678,1706,1703,3066,3137,3201,4744,4843,4904
ZCTA5 02341,02341,371,352,353,847,914,814,0,17,16,1218,1283,1183,2632,2747,2784,3850,4030,3967
ZCTA5 02343,02343,93,46,19,1610,1798,1566,0,33,82,1703,1877,1667,2992,2710,2584,4695,4587,4251
ZCTA5 02346,02346,621,478,458,2302,2170,2215,187,180,138,3110,2828,2811,6617,6820,6985,9727,9648,9796
ZCTA5 02347,02347,519,333,323,1767,1795,1747,208,198,172,2494,2326,2242,1668,1797,1949,4162,4123,4191
ZCTA5 02350,02350,0,0,0,29,38,43,0,0,0,29,38,43,41,11,18,70,49,61
ZCTA5 02351,02351,200,257,236,1675,1686,1805,64,76,79,1939,2019,2120,4144,4218,4318,6083,6237,6438
ZCTA5 02356,02356,254,247,217,847,871,851,56,113,121,1157,1231,1189,3354,3341,3523,4511,4572,4712
ZCTA5 02357,02357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 02359,02359,424,395,338,1683,1635,1623,94,102,141,2201,2132,2102,4660,4586,4903,6861,6718,7005
ZCTA5 02360,02360,1371,1166,959,5972,5584,5581,499,416,431,7842,7166,6971,17143,18051,18851,24985,25217,25822
ZCTA5 02364,02364,359,255,127,1594,1761,1710,69,37,25,2022,2053,1862,3299,3430,3685,5321,5483,5547
ZCTA5 02366,02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 02367,02367,92,74,69,518,609,549,28,15,9,638,698,627,351,354,421,989,1052,1048
ZCTA5 02368,02368,319,247,256,2109,2165,2162,166,222,189,2594,2634,2607,9573,9839,10052,12167,12473,12659
ZCTA5 02370,02370,204,128,67,1469,1373,1555,90,64,57,1763,1565,1679,4891,5256,4983,6654,6821,6662
ZCTA5 02375,02375,202,142,214,931,917,810,35,32,46,1168,1091,1070,3314,3408,3542,4482,4499,4612
ZCTA5 02379,02379,101,63,57,867,783,749,76,79,117,1044,925,923,1682,1877,1953,2726,2802,2876
ZCTA5 02382,02382,229,162,197,1609,1630,1546,43,55,26,1881,1847,1769,3803,3854,3985,5684,5701,5754
ZCTA5 02420,02420,146,207,204,1408,1470,1457,61,27,27,1615,1704,1688,3759,3885,3884,5374,5589,5572
ZCTA5 02421,02421,255,89,115,1619,1667,1355,38,16,16,1912,1772,1486,5015,5024,5279,6927,6796,6765
ZCTA5 02445,02445,146,140,183,686,640,555,37,45,43,869,825,781,8356,8549,8813,9225,9374,9594
ZCTA5 02446,02446,78,93,94,231,259,253,100,93,53,409,445,400,13869,13920,14026,14278,14365,14426
ZCTA5 02451,02451,132,130,127,1543,1736,1619,205,58,36,1880,1924,1782,5706,6004,5762,7586,7928,7544
ZCTA5 02452,02452,90,100,72,605,714,702,7,19,16,702,833,790,4513,4674,4674,5215,5507,5464
ZCTA5 02453,02453,103,158,277,1543,1577,1402,111,90,107,1757,1825,1786,10358,10811,10898,12115,12636,12684
ZCTA5 02457,02457,0,0,0,0,0,0,0,0,0,0,0,0,18,15,17,18,15,17
ZCTA5 02458,02458,52,53,25,438,392,445,33,19,55,523,464,525,4348,4477,4528,4871,4941,5053
ZCTA5 02459,02459,73,64,45,751,650,670,0,7,7,824,721,722,5444,5820,5753,6268,6541,6475
ZCTA5 02460,02460,70,60,64,333,392,392,59,65,57,462,517,513,3314,3429,3459,3776,3946,3972
ZCTA5 02461,02461,32,16,11,282,287,240,9,10,0,323,313,251,2209,2363,2293,2532,2676,2544
ZCTA5 02462,02462,26,26,26,65,60,55,19,11,11,110,97,92,422,428,434,532,525,526
ZCTA5 02464,02464,19,24,11,97,61,133,0,0,0,116,85,144,1254,1239,1251,1370,1324,1395
ZCTA5 02465,02465,58,71,101,669,597,525,51,46,36,778,714,662,3658,3804,3719,4436,4518,4381
ZCTA5 02466,02466,25,29,15,295,234,195,16,45,33,336,308,243,2654,2715,2686,2990,3023,2929
ZCTA5 02467,02467,39,44,32,319,249,271,19,11,11,377,304,314,6369,6242,6414,6746,6546,6728
ZCTA5 02468,02468,40,34,9,289,232,226,45,41,60,374,307,295,1499,1655,1732,1873,1962,2027
ZCTA5 02472,02472,449,262,283,1479,1428,1405,88,48,72,2016,1738,1760,14051,14261,14460,16067,15999,16220
ZCTA5 02474,02474,206,165,220,1784,1772,1703,222,126,89,2212,2063,2012,9437,9760,10037,11649,11823,12049
ZCTA5 02476,02476,31,52,71,1007,991,1006,128,126,149,1166,1169,1226,6493,6459,6578,7659,7628,7804
ZCTA5 02478,02478,239,196,147,1502,1509,1397,51,59,66,1792,1764,1610,8580,8650,8726,10372,10414,10336
ZCTA5 02481,02481,27,31,49,550,525,526,62,63,51,639,619,626,4104,4215,4337,4743,4834,4963
ZCTA5 02482,02482,79,118,93,695,738,815,41,26,12,815,882,920,3092,3225,3201,3907,4107,4121
ZCTA5 02492,02492,269,255,312,2000,1819,1838,92,110,100,2361,2184,2250,4799,5018,5089,7160,7202,7339
ZCTA5 02493,02493,108,156,154,582,512,358,0,0,0,690,668,512,3041,3073,3020,3731,3741,3532
ZCTA5 02494,02494,12,0,0,604,671,670,56,23,7,672,694,677,3428,3416,3385,4100,4110,4062
ZCTA5 02532,02532,192,215,322,897,755,768,15,13,94,1104,983,1184,4584,4935,4988,5688,5918,6172
ZCTA5 02534,02534,0,0,0,40,33,37,65,65,42,105,98,79,274,367,360,379,465,439
ZCTA5 02535,02535,41,54,60,140,133,106,20,18,14,201,205,180,541,578,618,742,783,798
ZCTA5 02536,02536,513,413,441,1901,1895,1979,182,167,139,2596,2475,2559,5777,6305,6377,8373,8780,8936
ZCTA5 02537,02537,89,113,157,630,528,472,94,125,122,813,766,751,1675,1619,1653,2488,2385,2404
ZCTA5 02538,02538,54,68,158,260,219,237,51,49,42,365,336,437,1383,1302,1287,1748,1638,1724
ZCTA5 02539,02539,34,80,91,316,320,288,9,15,21,359,415,400,1042,1090,1266,1401,1505,1666
ZCTA5 02540,02540,127,89,96,704,723,624,51,43,65,882,855,785,3289,3231,3328,4171,4086,4113
ZCTA5 02542,02542,0,0,0,0,0,0,0,0,0,0,0,0,244,221,256,244,221,256
ZCTA5 02543,02543,0,13,17,65,41,43,8,0,0,73,54,60,412,394,408,485,448,468
ZCTA5 02553,02553,0,0,0,30,35,0,0,41,38,30,76,38,0,0,0,30,76,38
ZCTA5 02554,02554,252,243,191,988,999,952,89,77,50,1329,1319,1193,2644,3257,3726,3973,4576,4919
ZCTA5 02556,02556,0,0,50,75,62,105,21,22,21,96,84,176,922,845,912,1018,929,1088
ZCTA5 02557,02557,85,105,0,136,137,258,29,34,61,250,276,319,435,591,605,685,867,924
ZCTA5 02558,02558,0,0,0,241,253,315,0,0,0,241,253,315,752,741,575,993,994,890
ZCTA5 02559,02559,70,28,64,313,374,292,41,44,42,424,446,398,1169,1098,1046,1593,1544,1444
ZCTA5 02561,02561,0,0,0,146,142,70,0,0,0,146,142,70,134,99,102,280,241,172
ZCTA5 02562,02562,23,9,33,377,394,430,27,28,46,427,431,509,809,888,903,1236,1319,1412
ZCTA5 02563,02563,80,126,117,781,815,782,67,113,139,928,1054,1038,3055,3025,3246,3983,4079,4284
ZCTA5 02564,02564,0,0,0,5,5,9,0,0,0,5,5,9,28,54,97,33,59,106
ZCTA5 02568,02568,215,193,242,563,508,331,216,274,307,994,975,880,2050,1832,2215,3044,2807,3095
ZCTA5 02571,02571,193,145,113,1193,1104,1321,313,284,268,1699,1533,1702,3125,3255,3333,4824,4788,5035
ZCTA5 02575,02575,51,47,32,202,217,213,47,44,39,300,308,284,607,605,568,907,913,852
ZCTA5 02576,02576,155,85,61,568,573,501,38,61,69,761,719,631,1006,1138,1189,1767,1857,1820
ZCTA5 02584,02584,0,0,0,0,0,0,0,0,0,0,0,0,25,24,23,25,24,23
ZCTA5 02601,02601,113,72,69,471,451,498,21,9,10,605,532,577,6189,6252,6557,6794,6784,7134
ZCTA5 02630,02630,0,0,18,111,112,123,0,0,0,111,112,141,633,578,710,744,690,851
ZCTA5 02631,02631,230,236,224,1167,1133,1020,89,159,125,1486,1528,1369,3033,2963,3351,4519,4491,4720
ZCTA5 02632,02632,75,113,91,751,747,730,55,22,17,881,882,838,3863,3791,3951,4744,4673,4789
ZCTA5 02633,02633,111,91,58,241,223,274,47,38,38,399,352,370,1870,1980,1873,2269,2332,2243
ZCTA5 02635,02635,15,15,41,256,204,132,26,26,33,297,245,206,1079,1171,1431,1376,1416,1637
ZCTA5 02637,02637,0,0,0,63,60,64,0,0,0,63,60,64,66,105,121,129,165,185
ZCTA5 02638,02638,39,38,31,160,119,79,21,13,61,220,170,171,1227,1259,1219,1447,1429,1390
ZCTA5 02639,02639,142,144,132,63,94,113,0,0,0,205,238,245,1507,1433,1540,1712,1671,1785
ZCTA5 02641,02641,0,0,0,35,37,15,0,0,0,35,37,15,56,117,118,91,154,133
ZCTA5 02642,02642,117,54,51,501,532,447,90,78,96,708,664,594,1817,2060,2266,2525,2724,2860
ZCTA5 02643,02643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 02644,02644,198,200,215,279,324,276,52,53,34,529,577,525,918,936,883,1447,1513,1408
ZCTA5 02645,02645,192,195,166,631,615,622,74,65,54,897,875,842,3577,3843,3989,4474,4718,4831
ZCTA5 02646,02646,9,10,9,106,162,130,24,14,14,139,186,153,757,873,804,896,1059,957
ZCTA5 02647,02647,0,0,0,0,0,0,0,0,0,0,0,0,67,66,100,67,66,100
ZCTA5 02648,02648,102,98,108,581,555,450,13,72,83,696,725,641,2368,2291,2391,3064,3016,3032
ZCTA5 02649,02649,258,193,183,452,517,497,60,44,60,770,754,740,5833,6014,6113,6603,6768,6853
ZCTA5 02650,02650,0,28,24,32,20,26,0,0,0,32,48,50,308,402,420,340,450,470
ZCTA5 02652,02652,0,0,0,63,28,39,31,41,0,94,69,39,524,624,603,618,693,642
ZCTA5 02653,02653,105,98,98,740,634,514,93,97,57,938,829,669,2051,2175,2333,2989,3004,3002
